,Unnamed: 0,age,gender,country,education,title,size,data_prof_size,mach_learn_presence,salary,udacity,coursera,edx,datacamp,dataquest,kaggle,fastai,udemy,linkedin,university,plat_none,plat_other,prime_tool,length_coding,jupyter,rstudio,pycharm,atom,matlab,vsc,spyder,vim_emacs,notepad++,sublime,env_none,env_other,python,r,sql,c,c++,java,javascript,typescript,bash,lan_matlab,lan_none,lan_other,first_program,ggplot,matplotlib,altair,shiny,d3,plotly,bokeh,seaborn,geoplotlib,leaflet,vis_none,vis_other,years_mach_learn,regression,tree_forest,gradient_boost,bayesian,evolutionary,dnn,cnn,gan,rnn,bert,mach_none,mach_other,scikit,tensor_flow,keras,random_forest,xgboost,pytorch,caret,lightgbm,sparkmlib,fastai_2,frame_none,frame_other,gcp,aws,azure,ibm_cloud,alibaba_cloud,salesforce_cloud,oracle_cloud,sap_cloud,vmware_cloud,redhat_cloud,cloud_none,cloud_other,mysql,postgres,sql_lite,sqlserver,oracle,micro_acess,aws_data,aws_dynamo,azure_sql,google_sql,database_none,database_other
5632,5632,57.0,Male,United States of America,Bachelor’s degree,Other,small,4-Mar,No (we do not use ML methods),400000.0,0,0,0,0,0,0,0,0,0,1,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",20+ years,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,Java,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
5634,5634,27.0,Male,United States of America,Bachelor’s degree,Business Analyst,large,20+,We use ML methods for generating insights (but do not put working models into production),112499.5,0,1,0,1,0,1,0,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Python,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
5637,5637,32.0,Male,United States of America,Master’s degree,Data Scientist,medium,9-May,"We recently started using ML methods (i.e., models in production for less than 2 years)",174999.5,0,1,0,0,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,Python,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
5639,5639,27.0,Male,United States of America,Bachelor’s degree,Other,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",174999.5,0,0,0,0,0,0,0,0,0,0,1,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Python,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5649,5649,23.0,Male,United States of America,Bachelor’s degree,Other,small,4-Mar,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,1,1,1,1,0,1,1,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Other,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5651,5651,32.0,Male,United States of America,Master’s degree,Data Scientist,small,2-Jan,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,0,0,1,0,0,0,0,1,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,SQL,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5652,5652,27.0,Female,United States of America,Master’s degree,Data Scientist,medium,14-Oct,"We recently started using ML methods (i.e., models in production for less than 2 years)",44999.5,1,1,1,0,0,1,1,1,1,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5653,5653,37.0,Male,United States of America,Doctoral degree,Research Scientist,small,2-Jan,We are exploring ML methods (and may one day put a model into production),94999.5,0,1,0,0,0,1,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Python,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5656,5656,37.0,Male,United States of America,Doctoral degree,Research Scientist,medium,20+,I do not know,54999.5,0,1,0,0,0,1,1,0,1,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Python,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
5660,5660,64.5,Male,United States of America,Master’s degree,Software Engineer,small,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)",174999.5,1,1,0,0,0,1,0,1,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3-5 years,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,Python,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
5670,5670,32.0,Male,United States of America,Doctoral degree,Research Scientist,large,20+,We use ML methods for generating insights (but do not put working models into production),112499.5,0,0,0,0,0,0,0,0,0,0,1,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Python,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5675,5675,42.0,Male,United States of America,Bachelor’s degree,Software Engineer,small,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",174999.5,0,1,0,0,1,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,Python,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5677,5677,47.0,Male,United States of America,Master’s degree,Other,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",174999.5,0,0,0,0,0,0,0,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5679,5679,47.0,Male,United States of America,Master’s degree,Software Engineer,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,0,0,0,0,0,1,1,1,1,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5691,5691,32.0,Male,United States of America,Bachelor’s degree,Data Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",174999.5,1,1,1,0,0,1,0,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5702,5702,23.0,Male,United States of America,Bachelor’s degree,Data Scientist,small,4-Mar,"We recently started using ML methods (i.e., models in production for less than 2 years)",112499.5,0,1,0,0,0,0,1,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Python,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5710,5710,23.0,Female,United States of America,Bachelor’s degree,Data Analyst,medium,9-May,I do not know,44999.5,1,0,0,1,0,0,0,0,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Python,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5720,5720,52.0,Male,United States of America,Bachelor’s degree,Data Scientist,small,2-Jan,"We have well established ML methods (i.e., models in production for more than 2 years)",274999.5,1,1,0,0,0,1,0,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Python,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
5722,5722,32.0,Male,United States of America,Master’s degree,Data Analyst,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",74999.5,0,1,1,1,0,1,0,0,0,1,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",3-5 years,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,SQL,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5724,5724,47.0,Male,United States of America,Bachelor’s degree,Business Analyst,small,2-Jan,"We recently started using ML methods (i.e., models in production for less than 2 years)",74999.5,1,0,0,1,0,0,0,0,0,0,0,0,Other,1-2 years,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5725,5725,23.0,Male,United States of America,Master’s degree,Business Analyst,small,2-Jan,We are exploring ML methods (and may one day put a model into production),499.5,0,1,1,1,0,1,0,1,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,R,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5736,5736,47.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Data Engineer,small,0,We are exploring ML methods (and may one day put a model into production),224999.5,0,0,0,1,0,1,0,1,0,0,0,1,"Local development environments (RStudio, JupyterLab, etc.)",20+ years,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,SQL,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5748,5748,32.0,Male,United States of America,Bachelor’s degree,Business Analyst,small,0,No (we do not use ML methods),74999.5,0,1,0,0,0,1,0,0,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5752,5752,57.0,Female,United States of America,Master’s degree,Other,small,2-Jan,No (we do not use ML methods),94999.5,0,0,0,0,0,0,0,0,0,0,1,0,"Advanced statistical software (SPSS, SAS, etc.)",20+ years,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,SQL,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5759,5759,47.0,Female,United States of America,Master’s degree,Business Analyst,medium,0,I do not know,94999.5,0,1,0,0,1,0,0,0,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3-5 years,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5760,5760,32.0,Male,United States of America,Master’s degree,Data Analyst,medium,2-Jan,I do not know,74999.5,1,1,1,1,1,0,0,1,1,0,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",I have never written code,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5764,5764,27.0,Male,United States of America,Bachelor’s degree,Data Scientist,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",94999.5,0,1,1,0,0,1,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,Python,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5768,5768,27.0,Female,United States of America,Master’s degree,Software Engineer,small,0,We are exploring ML methods (and may one day put a model into production),74999.5,0,1,0,0,0,0,0,0,0,1,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5-10 years,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5769,5769,37.0,Female,United States of America,Master’s degree,Data Scientist,large,2-Jan,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,0,1,1,1,0,0,1,0,0,1,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5770,5770,32.0,Female,United States of America,Master’s degree,Data Scientist,large,9-May,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,0,1,0,1,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,Python,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5771,5771,37.0,Male,United States of America,Bachelor’s degree,Software Engineer,small,2-Jan,We are exploring ML methods (and may one day put a model into production),137499.5,0,0,0,0,0,0,0,0,0,0,1,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,SQL,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5784,5784,57.0,Male,United States of America,Doctoral degree,Other,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",224999.5,0,1,0,0,0,0,0,0,1,0,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",1-2 years,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5785,5785,27.0,Male,United States of America,Bachelor’s degree,Data Scientist,medium,4-Mar,We use ML methods for generating insights (but do not put working models into production),112499.5,0,1,0,0,0,0,0,0,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5-10 years,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,Python,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5786,5786,47.0,Male,United States of America,Bachelor’s degree,Business Analyst,medium,20+,I do not know,137499.5,0,1,1,0,0,0,0,0,1,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5789,5789,57.0,Male,United States of America,Bachelor’s degree,Research Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",224999.5,0,0,0,0,0,0,0,0,0,0,1,0,"Local development environments (RStudio, JupyterLab, etc.)",20+ years,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,Python,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5793,5793,64.5,Male,United States of America,Doctoral degree,Other,medium,14-Oct,"We have well established ML methods (i.e., models in production for more than 2 years)",224999.5,0,0,1,0,0,0,0,1,0,0,0,0,Other,20+ years,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Python,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5797,5797,57.0,Male,United States of America,Doctoral degree,Data Scientist,small,14-Oct,"We have well established ML methods (i.e., models in production for more than 2 years)",174999.5,0,1,0,0,0,0,1,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",20+ years,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,Python,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5802,5802,32.0,Male,United States of America,Doctoral degree,Statistician,small,2-Jan,We are exploring ML methods (and may one day put a model into production),84999.5,0,0,0,0,0,0,0,0,0,1,0,0,"Advanced statistical software (SPSS, SAS, etc.)",5-10 years,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Python,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5803,5803,32.0,Female,United States of America,Bachelor’s degree,Data Scientist,large,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",174999.5,1,1,0,0,0,1,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Python,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5805,5805,57.0,Male,United States of America,Master’s degree,Software Engineer,large,20+,We use ML methods for generating insights (but do not put working models into production),137499.5,0,0,0,0,0,0,0,0,0,0,1,0,Other,20+ years,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
5813,5813,57.0,Male,United States of America,Master’s degree,Other,small,0,I do not know,499.5,0,0,0,0,0,0,0,0,0,0,1,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",I have never written code,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5814,5814,27.0,Male,United States of America,Bachelor’s degree,Business Analyst,large,0,We are exploring ML methods (and may one day put a model into production),112499.5,0,0,0,0,0,1,0,1,0,1,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3-5 years,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Python,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5818,5818,42.0,Female,United States of America,Doctoral degree,Data Scientist,medium,20+,"We have well established ML methods (i.e., models in production for more than 2 years)",137499.5,0,1,0,0,0,0,0,1,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",20+ years,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Python,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5820,5820,37.0,Prefer not to say,United States of America,Bachelor’s degree,Data Analyst,small,9-May,We are exploring ML methods (and may one day put a model into production),112499.5,0,0,0,0,0,0,0,0,0,1,0,0,"Advanced statistical software (SPSS, SAS, etc.)",3-5 years,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5825,5825,52.0,Male,United States of America,Master’s degree,DBA/Database Engineer,large,20+,"We recently started using ML methods (i.e., models in production for less than 2 years)",224999.5,0,1,1,1,0,0,1,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,Python,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1
5829,5829,64.5,Male,United States of America,Master’s degree,Software Engineer,medium,20+,We are exploring ML methods (and may one day put a model into production),112499.5,0,1,0,0,0,1,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,Python,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
