,id,salaryusd,country,primarydatabase,yearswiththisdatabase,employmentstatus,jobtitle,managestaff,yearswiththistypeofjob,otherpeopleonyourteam,education,educationiscomputerrelated,certifications,hoursworkedperweek,telecommutedaysperweek,employmentsector,region
3860,3891,111000.0,United States,Microsoft SQL Server,18.0,Full time employee,DBA,No,15.0,5,None (no degree completed),,"Yes, but they expired",42.0,"None, or less than 1 day per week",Non-profit,North America
3861,3892,117000.0,United States,Microsoft SQL Server,11.0,Full time employee,Developer,No,15.0,2,Bachelors (4 years),No,"No, I never have",45.0,"None, or less than 1 day per week",Private business,North America
3862,3893,110000.0,United States,Microsoft SQL Server,2.0,Full time employee,DBA,No,1.0,None,Bachelors (4 years),No,"No, I never have",44.0,"None, or less than 1 day per week",Private business,North America
3863,3894,120000.0,United States,Microsoft SQL Server,20.0,Full time employee,Developer,Yes,10.0,1,Bachelors (4 years),Yes,"Yes, but they expired",45.0,"None, or less than 1 day per week",Private business,North America
3864,3895,85000.0,United States,Microsoft SQL Server,25.0,Full time employee,DBA,No,13.0,None,None (no degree completed),,"Yes, but they expired",40.0,"None, or less than 1 day per week",Government,North America
3865,3896,65000.0,United States,Microsoft SQL Server,4.0,Full time employee,DBA,No,4.0,None,Associates (2 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Government,North America
3866,3897,98000.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,No,10.0,2,Bachelors (4 years),No,"Yes, but they expired",40.0,1,Non-profit,North America
3867,3898,140000.0,United States,Other,3.0,Independent Consultant/Freelancer,DBA,No,13.0,3,Bachelors (4 years),No,"Yes, and they're currently valid",50.0,4,Private business,North America
3868,3899,71500.0,United States,Microsoft SQL Server,19.0,Full time employee,DBA,No,19.0,2,None (no degree completed),,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Government,North America
3869,3900,63000.0,United States,Microsoft SQL Server,7.0,Full time employee,Developer,No,7.0,1,Bachelors (4 years),Yes,"Yes, but they expired",40.0,1,Private business,North America
3870,3901,160000.0,United States,Microsoft SQL Server,8.0,Full time employee,Developer,Yes,8.0,More than 5,Bachelors (4 years),No,"No, I never have",45.0,"None, or less than 1 day per week",Private business,North America
3871,3902,125000.0,United States,Microsoft SQL Server,8.0,Full time employee,Architect,Yes,3.0,More than 5,Bachelors (4 years),Yes,"Yes, and they're currently valid",50.0,"None, or less than 1 day per week",Private business,North America
3872,3903,110000.0,United States,Microsoft SQL Server,9.0,Full time employee,Engineer,No,1.0,None,Bachelors (4 years),No,"No, I never have",40.0,1,Private business,North America
3873,3904,170000.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,25.0,None,Bachelors (4 years),No,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
3874,3905,96000.0,United States,Microsoft SQL Server,24.0,Full time employee,Architect,Yes,4.0,5,Bachelors (4 years),No,"Yes, but they expired",50.0,"None, or less than 1 day per week","Education (K-12, college, university)",North America
3875,3906,102000.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,Yes,26.0,1,Bachelors (4 years),No,"Yes, but they expired",50.0,"None, or less than 1 day per week",Private business,North America
3876,3907,108000.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,10.0,1,Bachelors (4 years),Yes,"No, I never have",45.0,1,Private business,North America
3877,3908,90000.0,United States,Microsoft SQL Server,10.0,Full time employee,Developer,No,10.0,3,Bachelors (4 years),No,"No, I never have",40.0,5 or more,Private business,North America
3878,3909,130000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,6.0,None,Associates (2 years),Yes,"Yes, and they're currently valid",40.0,1,Private business,North America
3879,3910,150000.0,United States,PostgreSQL,1.0,Full time employee,DBA,No,15.0,1,None (no degree completed),,"No, I never have",50.0,"None, or less than 1 day per week",Private business,North America
3880,3911,98000.0,United States,Microsoft SQL Server,10.0,Full time employee,Developer,No,7.0,3,Bachelors (4 years),Yes,"Yes, and they're currently valid",42.0,"None, or less than 1 day per week",Private business,North America
3881,3912,89814.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,Yes,2.0,None,Masters,Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Government,North America
3882,3913,125000.0,United States,Microsoft SQL Server,23.0,Full time employee,Manager,Yes,1.0,3,None (no degree completed),,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,North America
3883,3914,116500.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,15.0,More than 5,Bachelors (4 years),Yes,"No, I never have",45.0,2,Private business,North America
3884,3915,70000.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,No,25.0,None,None (no degree completed),,"No, I never have",40.0,"None, or less than 1 day per week","Education (K-12, college, university)",North America
3885,3916,128000.0,United States,Microsoft SQL Server,10.0,Full time employee,Developer,No,7.0,None,None (no degree completed),,"No, I never have",40.0,5 or more,Private business,North America
3886,3917,67000.0,United States,Microsoft SQL Server,15.0,Full time employee,Developer,No,2.0,1,Bachelors (4 years),No,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
3887,3918,65000.0,United States,Microsoft SQL Server,2.0,Full time employee,DBA,No,2.0,4,Bachelors (4 years),Yes,"Yes, but they expired",40.0,2,Private business,North America
3888,3920,125000.0,United States,Azure SQL DB,1.0,Full time employee,DBA,No,9.0,None,None (no degree completed),,"Yes, but they expired",40.0,1,Private business,North America
3889,3921,110000.0,United States,Microsoft SQL Server,19.0,Full time employee,Developer,No,1.0,1,Bachelors (4 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
3890,3922,99000.0,United States,Microsoft SQL Server,5.0,Full time employee,DBA,Yes,10.0,None,Bachelors (4 years),No,"Yes, but they expired",50.0,2,"Education (K-12, college, university)",North America
3891,3923,88050.0,United States,Microsoft SQL Server,12.0,Full time employee,DBA,No,3.0,3,None (no degree completed),,"No, I never have",50.0,"None, or less than 1 day per week",Private business,North America
3892,3924,152000.0,United States,Microsoft SQL Server,18.0,Full time employee,Manager,No,18.0,3,Masters,No,"Yes, but they expired",50.0,"None, or less than 1 day per week",Private business,North America
3893,3925,95000.0,United States,Microsoft SQL Server,6.0,Full time employee,DBA,No,10.0,None,Masters,Yes,"No, I never have",40.0,"None, or less than 1 day per week",Government,North America
3894,3926,105000.0,United States,Microsoft SQL Server,15.0,Full time employee,Developer,No,15.0,1,Bachelors (4 years),Yes,"No, I never have",50.0,5 or more,Private business,North America
3895,3927,140000.0,United States,Microsoft SQL Server,17.0,Full time employee,DBA,No,3.0,1,Associates (2 years),Yes,"Yes, but they expired",40.0,1,Private business,North America
3896,3928,90000.0,United States,Microsoft SQL Server,8.0,Full time employee,Developer,No,8.0,2,Masters,No,"Yes, but they expired",45.0,2,Private business,North America
3897,3929,120000.0,United States,Microsoft SQL Server,10.0,Full time employee,Engineer,No,10.0,None,None (no degree completed),,"No, I never have",48.0,1,Private business,North America
3898,3930,74813.0,United States,Microsoft SQL Server,4.0,Full time employee,Architect,Yes,4.0,None,None (no degree completed),,"Yes, and they're currently valid",42.0,"None, or less than 1 day per week",Private business,North America
3899,3931,70180.0,United States,Microsoft SQL Server,30.0,Full time employee,DBA,No,4.0,2,Associates (2 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Government,North America
3900,3932,88000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,5.0,1,Bachelors (4 years),Yes,"No, I never have",40.0,2,"Education (K-12, college, university)",North America
3901,3933,140321.0,United States,Microsoft SQL Server,23.0,Full time employee,Developer,Yes,8.0,1,None (no degree completed),,"Yes, but they expired",40.0,5 or more,Private business,North America
3902,3934,66050.0,United States,Microsoft SQL Server,3.0,Full time employee,DBA,No,3.0,5,Bachelors (4 years),Yes,"No, I never have",40.0,1,Private business,North America
3903,3935,98500.0,United States,Microsoft SQL Server,8.0,Full time employee,DBA,No,8.0,1,Bachelors (4 years),Yes,"No, I never have",45.0,"None, or less than 1 day per week",Private business,North America
3904,3936,120000.0,United States,Microsoft SQL Server,17.0,Full time employee,Developer,No,17.0,2,Associates (2 years),No,"Yes, and they're currently valid",50.0,"None, or less than 1 day per week",Private business,North America
3905,3937,81000.0,United States,Microsoft SQL Server,5.0,Full time employee,Analyst,No,5.0,None,None (no degree completed),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
3906,3938,104000.0,United States,Microsoft SQL Server,10.0,Full time employee,Developer,No,2.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
3907,3939,80000.0,United States,Microsoft SQL Server,2.0,Full time employee,Developer,No,2.0,2,Bachelors (4 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
3908,3940,115000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,10.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,3,Private business,North America
3909,3941,120000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,1.0,1,Associates (2 years),No,"No, I never have",45.0,5 or more,Private business,North America
3910,3942,122000.0,United States,SAP,8.0,Full time employee,DBA,No,29.0,More than 5,Bachelors (4 years),Yes,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,North America
3911,3943,80000.0,United States,Microsoft SQL Server,7.0,Full time employee,DBA,No,7.0,1,Masters,Yes,"No, I never have",50.0,"None, or less than 1 day per week",Private business,North America
3912,3944,96000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,7.0,1,Bachelors (4 years),No,"No, I never have",50.0,1,Private business,North America
3913,3945,154000.0,United States,Microsoft SQL Server,22.0,Full time employee,DBA,Yes,22.0,2,Bachelors (4 years),No,"No, I never have",45.0,2,Private business,North America
3914,3946,120000.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,No,25.0,None,Associates (2 years),Yes,"No, I never have",45.0,"None, or less than 1 day per week",Non-profit,North America
3915,3947,91000.0,United States,Microsoft SQL Server,8.0,Full time employee,Architect,No,2.0,None,Masters,Yes,"No, I never have",40.0,"None, or less than 1 day per week",Non-profit,North America
3916,3948,250000.0,United States,Microsoft SQL Server,20.0,Independent Consultant/Freelancer,DBA,No,25.0,None,Masters,Yes,"Yes, and they're currently valid",50.0,5 or more,Private business,North America
3917,3949,90000.0,United States,Microsoft SQL Server,17.0,Full time employee,DBA,No,6.0,None,None (no degree completed),,"Yes, but they expired",35.0,"None, or less than 1 day per week",Private business,North America
3918,3950,77624.0,United States,Microsoft SQL Server,9.0,Full time employee,DBA,No,10.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
3919,3951,70000.0,United States,Microsoft SQL Server,6.0,Full time employee,DBA,No,6.0,None,Bachelors (4 years),Yes,"No, I never have",37.0,"None, or less than 1 day per week",Private business,North America
3920,3952,153027.0,United States,Microsoft SQL Server,18.0,Full time employee,Architect,No,18.0,None,None (no degree completed),,"Yes, but they expired",40.0,5 or more,Private business,North America
3921,3953,121000.0,United States,Microsoft SQL Server,10.0,Full time employee,Manager,Yes,1.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,1,Private business,North America
3922,3954,102000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,8.0,More than 5,Bachelors (4 years),No,"Yes, but they expired",42.0,3,Private business,North America
3923,3955,81471.0,United States,Microsoft SQL Server,11.0,Full time employee,DBA,No,11.0,More than 5,Bachelors (4 years),No,"No, I never have",45.0,"None, or less than 1 day per week",Private business,North America
3924,3956,102200.0,United States,Azure SQL DB,2.0,Full time employee,DBA,No,12.0,1,None (no degree completed),,"No, I never have",40.0,5 or more,Private business,North America
3925,3957,86000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,10.0,None,Bachelors (4 years),Yes,"No, I never have",45.0,1,Private business,North America
3926,3958,83018.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,Yes,5.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,1,Private business,North America
3927,3959,96000.0,United States,Microsoft SQL Server,17.0,Full time employee,DBA,No,12.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,4,Private business,North America
3928,3960,150000.0,United States,Microsoft SQL Server,6.0,Full time employee,Developer,Yes,1.0,None,None (no degree completed),,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
3929,3961,240000.0,United States,Microsoft SQL Server,22.0,Independent Consultant/Freelancer,DBA,No,2.0,None,Masters,No,"No, I never have",48.0,"None, or less than 1 day per week",Private business,North America
3930,3962,95000.0,United States,Microsoft SQL Server,10.0,Full time employee,Developer,No,3.0,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",42.0,"None, or less than 1 day per week",Private business,North America
3931,3963,110000.0,United States,Microsoft SQL Server,13.0,Full time employee,DBA,No,28.0,None,None (no degree completed),,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
3932,3964,90250.0,United States,Microsoft SQL Server,6.0,Full time employee,DBA,No,6.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
3933,3965,104000.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,No,18.0,More than 5,Bachelors (4 years),Yes,"No, I never have",45.0,2,Private business,North America
3934,3966,165000.0,United States,Microsoft SQL Server,16.0,Full time employee,Manager,Yes,8.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,North America
3935,3967,75000.0,United States,Microsoft SQL Server,4.0,Full time employee,Analyst,No,1.0,None,Bachelors (4 years),No,"No, I never have",41.0,"None, or less than 1 day per week",Private business,North America
3936,3968,105000.0,United States,Microsoft SQL Server,15.0,Full time employee,Analyst,No,20.0,More than 5,Bachelors (4 years),No,"Yes, but they expired",40.0,5 or more,Private business,North America
3937,3969,104000.0,United States,Microsoft SQL Server,8.0,Full time employee,Developer,No,3.0,None,Bachelors (4 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
3938,3970,67000.0,United States,Microsoft SQL Server,3.0,Full time employee,Developer,No,3.0,More than 5,Masters,Yes,"Yes, but they expired",40.0,2,Private business,North America
3939,3971,164000.0,United States,Microsoft SQL Server,10.0,Full time employee,Manager,Yes,6.0,None,Bachelors (4 years),No,"Yes, and they're currently valid",70.0,"None, or less than 1 day per week",Private business,North America
3940,3972,88000.0,United States,Microsoft SQL Server,5.0,Full time employee,DBA,No,5.0,4,Bachelors (4 years),No,"Yes, but they expired",40.0,"None, or less than 1 day per week",Non-profit,North America
3941,3973,71000.0,United States,Amazon RDS (any flavor),2.0,Full time employee,DBA,No,12.0,More than 5,None (no degree completed),,"Yes, but they expired",45.0,2,Private business,North America
3942,3974,85654.0,United States,Microsoft SQL Server,3.0,Full time employee,Developer,No,3.0,More than 5,Masters,Yes,"Yes, but they expired",40.0,2,Private business,North America
3943,3975,105000.0,United States,Microsoft SQL Server,8.0,Full time employee,Developer,No,25.0,2,Bachelors (4 years),No,"No, I never have",40.0,1,Private business,North America
3944,3976,106000.0,United States,Microsoft SQL Server,15.0,Full time employee,Architect,No,15.0,None,None (no degree completed),,"No, I never have",40.0,1,Government,North America
3945,3977,87000.0,United States,Microsoft SQL Server,3.0,Full time employee,Developer,No,10.0,5,Bachelors (4 years),No,"No, I never have",45.0,"None, or less than 1 day per week",Private business,North America
3946,3978,65000.0,United States,Microsoft SQL Server,18.0,Full time employee,Manager,No,6.0,None,None (no degree completed),,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
3947,3979,40000.0,United States,Microsoft SQL Server,2.0,Full time employee,Developer,No,2.0,None,Bachelors (4 years),Yes,"No, I never have",35.0,"None, or less than 1 day per week",Private business,North America
3948,3980,68000.0,United States,Microsoft SQL Server,4.0,Full time employee,Developer,Yes,4.0,None,Bachelors (4 years),No,"No, I never have",35.0,1,Private business,North America
3949,3981,119000.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,Yes,9.0,None,Associates (2 years),Yes,"Yes, but they expired",43.0,5 or more,Private business,North America
3950,3982,101000.0,United States,Microsoft SQL Server,12.0,Full time employee,DBA,No,12.0,5,Bachelors (4 years),No,"Yes, and they're currently valid",45.0,5 or more,Private business,North America
3951,3983,125000.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,Yes,15.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",50.0,5 or more,Private business,North America
3952,3984,133700.0,United States,Microsoft SQL Server,20.0,Full time employee,Developer,No,28.0,None,Bachelors (4 years),Yes,"Yes, but they expired",42.0,"None, or less than 1 day per week",Private business,North America
3953,3985,150000.0,United States,Microsoft SQL Server,20.0,Full time employee,Architect,Yes,10.0,More than 5,None (no degree completed),,"Yes, but they expired",45.0,1,Private business,North America
3954,3986,129800.0,United States,Microsoft SQL Server,17.0,Full time employee,DBA,No,10.0,2,Associates (2 years),Yes,"Yes, but they expired",45.0,"None, or less than 1 day per week",Private business,North America
3955,3987,100000.0,United States,Microsoft SQL Server,8.0,Full time employee,Architect,Yes,8.0,3,Bachelors (4 years),Yes,"No, I never have",45.0,"None, or less than 1 day per week",Private business,North America
3956,3988,119000.0,United States,Oracle,5.0,Full time employee,Developer,Yes,6.0,3,Bachelors (4 years),Yes,"No, I never have",45.0,"None, or less than 1 day per week",Private business,North America
3957,3989,165000.0,United States,Microsoft SQL Server,14.0,Full time employee,Developer,No,14.0,None,Masters,Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
3958,3990,200000.0,United States,Microsoft SQL Server,5.0,Full time employee,Architect,No,14.0,3,Bachelors (4 years),No,"Yes, and they're currently valid",45.0,2,Private business,North America
3959,3991,110000.0,United States,Microsoft SQL Server,17.0,Full time employee,DBA,No,17.0,1,Masters,Yes,"No, I never have",50.0,"None, or less than 1 day per week",Private business,North America
3960,3992,78052.0,United States,Microsoft SQL Server,10.0,Full time employee,Developer,No,10.0,1,Associates (2 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
3961,3993,125000.0,United States,Microsoft SQL Server,18.0,Full time employee,Developer,Yes,20.0,None,None (no degree completed),,"No, I never have",36.0,5 or more,Private business,North America
3962,3994,91000.0,United States,Microsoft SQL Server,5.0,Full time employee,Developer,Yes,5.0,2,Bachelors (4 years),No,"Yes, and they're currently valid",44.0,1,Private business,North America
3963,3995,55000.0,United States,Microsoft SQL Server,1.0,Full time employee,DBA,No,1.0,4,Bachelors (4 years),Yes,"No, I never have",44.0,"None, or less than 1 day per week",Private business,North America
3964,3996,90000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,8.0,None,Masters,No,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
3965,3997,152000.0,United States,Microsoft SQL Server,15.0,Full time employee,Architect,No,4.0,None,Masters,No,"Yes, but they expired",45.0,3,Private business,North America
3966,3998,125000.0,United States,Microsoft SQL Server,18.0,Full time employee,DBA,No,19.0,None,None (no degree completed),,"No, I never have",45.0,"None, or less than 1 day per week",Private business,North America
3967,3999,75000.0,United States,Microsoft SQL Server,8.0,Full time employee,DBA,No,3.0,1,Bachelors (4 years),No,"Yes, but they expired",40.0,"None, or less than 1 day per week",Government,North America
3968,4000,165000.0,United States,Microsoft SQL Server,18.0,Full time employee,Developer,No,12.0,1,Masters,Yes,"Yes, and they're currently valid",40.0,2,Private business,North America
3969,4001,110000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,7.0,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,2,Non-profit,North America
3970,4002,164000.0,United States,Microsoft SQL Server,18.0,Full time employee,DBA,Yes,20.0,1,Masters,Yes,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week","Education (K-12, college, university)",North America
3971,4003,80104.0,United States,Microsoft SQL Server,7.0,Full time employee,DBA,No,7.0,More than 5,Masters,Yes,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Government,North America
3972,4004,123585.0,United States,Microsoft SQL Server,12.0,Full time employee,Developer,No,8.0,None,Masters,Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
3973,4005,80000.0,United States,Microsoft SQL Server,4.0,Full time employee,Developer,No,3.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
3974,4006,70000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,1.0,3,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
3975,4007,65000.0,United States,Microsoft SQL Server,1.0,Full time employee,DBA,No,1.0,2,Bachelors (4 years),Yes,"No, I never have",45.0,1,Private business,North America
3976,4008,72000.0,United States,Microsoft SQL Server,4.0,Full time employee,Developer,No,4.0,1,Bachelors (4 years),Yes,"No, I never have",45.0,"None, or less than 1 day per week",Private business,North America
3977,4009,80000.0,United States,Microsoft SQL Server,3.0,Full time employee,Analyst,No,2.0,2,Masters,No,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,North America
3978,4010,130000.0,United States,Microsoft SQL Server,24.0,Full time employee,DBA,No,0.0,None,Bachelors (4 years),No,"Yes, but they expired",40.0,1,Private business,North America
3979,4011,120000.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,No,15.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",80.0,"None, or less than 1 day per week",Private business,North America
3980,4012,113000.0,United States,Microsoft SQL Server,12.0,Full time employee,DBA,No,12.0,None,None (no degree completed),,"Yes, but they expired",40.0,"None, or less than 1 day per week","Education (K-12, college, university)",North America
3981,4013,65000.0,United States,Microsoft SQL Server,2.0,Full time employee,Engineer,Yes,2.0,4,Bachelors (4 years),No,"Yes, and they're currently valid",50.0,1,Private business,North America
3982,4014,102000.0,United States,Microsoft SQL Server,14.0,Full time employee,DBA,No,10.0,None,Associates (2 years),,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
3983,4015,89000.0,United States,Microsoft SQL Server,8.0,Independent Consultant/Freelancer,Developer,No,3.0,None,Bachelors (4 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
3984,4016,112000.0,United States,Microsoft SQL Server,20.0,Full time employee,Manager,Yes,20.0,1,Bachelors (4 years),No,"No, I never have",45.0,2,Private business,North America
3985,4017,140000.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,No,17.0,None,Bachelors (4 years),Yes,"No, I never have",42.0,"None, or less than 1 day per week",Private business,North America
3986,4018,100000.0,United States,Microsoft SQL Server,18.0,Full time employee,Developer,No,9.0,None,Bachelors (4 years),Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Non-profit,North America
3987,4019,138500.0,United States,Microsoft SQL Server,15.0,Full time employee,Architect,No,15.0,1,None (no degree completed),,"Yes, but they expired",50.0,1,Private business,North America
3988,4020,113000.0,United States,Microsoft SQL Server,8.0,Full time employee,DBA,No,2.0,More than 5,Masters,Yes,"Yes, but they expired",40.0,5 or more,Private business,North America
3989,4021,93000.0,United States,Microsoft SQL Server,7.0,Full time employee,Developer,No,6.0,1,Bachelors (4 years),No,"No, I never have",35.0,"None, or less than 1 day per week",Private business,North America
3990,4022,143547.0,United States,Microsoft SQL Server,25.0,Full time employee,Architect,No,5.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,5 or more,Private business,North America
3991,4023,75000.0,United States,Microsoft SQL Server,5.0,Full time employee,Developer,No,5.0,2,Bachelors (4 years),Yes,"Yes, but they expired",50.0,1,Private business,North America
3992,4024,118000.0,United States,Microsoft SQL Server,12.0,Full time employee,DBA,No,12.0,None,Bachelors (4 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
3993,4025,90000.0,United States,Microsoft SQL Server,3.0,Full time employee,Developer,No,8.0,None,Bachelors (4 years),No,"No, I never have",40.0,5 or more,Private business,North America
3994,4026,153000.0,United States,Microsoft SQL Server,17.0,Full time employee,Architect,No,17.0,None,Bachelors (4 years),No,"Yes, and they're currently valid",60.0,"None, or less than 1 day per week",Private business,North America
3995,4027,125000.0,United States,Microsoft SQL Server,22.0,Full time employee,DBA,No,22.0,None,Bachelors (4 years),No,"Yes, but they expired",40.0,5 or more,Non-profit,North America
3996,4028,69990.0,United States,Microsoft SQL Server,4.0,Full time employee,DBA,No,4.0,4,Associates (2 years),Yes,"No, I never have",40.0,1,Private business,North America
3997,4029,130000.0,United States,Microsoft SQL Server,20.0,Full time employee,Architect,Yes,4.0,3,Bachelors (4 years),Yes,"No, I never have",44.0,5 or more,Private business,North America
3998,4030,83000.0,United States,Microsoft SQL Server,10.0,Full time employee,DBA,No,10.0,None,Associates (2 years),No,"No, I never have",40.0,"None, or less than 1 day per week","Education (K-12, college, university)",North America
3999,4031,92000.0,United States,Microsoft SQL Server,5.0,Full time employee,DBA,Yes,5.0,3,Bachelors (4 years),No,"No, I never have",35.0,"None, or less than 1 day per week",Private business,North America
4000,4032,103000.0,United States,Microsoft SQL Server,8.0,Full time employee,DBA,No,8.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",50.0,2,Government,North America
4001,4033,97000.0,United States,Microsoft SQL Server,15.0,Full time employee,Analyst,No,6.0,None,Bachelors (4 years),No,"Yes, but they expired",40.0,"None, or less than 1 day per week",Government,North America
4002,4034,74000.0,United States,Microsoft SQL Server,8.0,Full time employee,DBA,No,8.0,None,Bachelors (4 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Government,North America
4003,4035,127500.0,United States,Microsoft SQL Server,20.0,Full time employee,DBA,Yes,0.0,More than 5,Masters,Yes,"Yes, and they're currently valid",60.0,5 or more,Private business,North America
4004,4036,120000.0,United States,Microsoft SQL Server,13.0,Full time employee,Developer,No,13.0,None,Masters,Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
4005,4037,125000.0,United States,Microsoft SQL Server,12.0,Full time employee,DBA,No,12.0,1,Masters,Yes,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Non-profit,North America
4006,4038,125000.0,United States,Microsoft SQL Server,13.0,Full time employee,Developer,No,12.0,None,Associates (2 years),Yes,"Yes, but they expired",37.0,"None, or less than 1 day per week",Private business,North America
4007,4039,78600.0,United States,Microsoft SQL Server,4.0,Full time employee,Developer,No,4.0,4,Bachelors (4 years),Yes,"No, I never have",42.0,"None, or less than 1 day per week",Private business,North America
4008,4040,130000.0,United States,Microsoft SQL Server,8.0,Full time employee,Developer,No,8.0,More than 5,Masters,Yes,"Yes, but they expired",45.0,"None, or less than 1 day per week",Private business,North America
4009,4041,83000.0,United States,Microsoft SQL Server,4.0,Full time employee,DBA,No,4.0,More than 5,Bachelors (4 years),Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Non-profit,North America
4010,4042,123600.0,United States,Microsoft SQL Server,15.0,Full time employee,DBA,No,6.0,None,None (no degree completed),,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,North America
4011,4043,97000.0,United States,Microsoft SQL Server,18.0,Full time employee,DBA,No,7.0,1,Bachelors (4 years),Yes,"No, I never have",45.0,"None, or less than 1 day per week",Private business,North America
4012,4044,108000.0,United States,Microsoft SQL Server,8.0,Full time employee,Manager,Yes,3.0,None,Bachelors (4 years),No,"No, I never have",42.0,"None, or less than 1 day per week",Private business,North America
4013,4045,151500.0,United States,Microsoft SQL Server,22.0,Full time employee,Developer,No,30.0,None,Bachelors (4 years),No,"Yes, but they expired",36.0,"None, or less than 1 day per week",Private business,North America
4014,4046,85000.0,United States,Microsoft SQL Server,13.0,Full time employee,DBA,No,13.0,None,Bachelors (4 years),Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week","Education (K-12, college, university)",North America
4015,4047,95000.0,United States,Microsoft SQL Server,5.0,Full time employee,DBA,No,5.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
